00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:00	232.558
00:00:01	232.558
00:00:01	232.558
00:00:01	232.558
00:00:01	232.558
00:00:01	232.558
00:00:01	232.558
00:00:01	8.318
00:00:01	6.293
00:00:01	6.292
00:00:01	6.290
00:00:01	6.289
00:00:01	6.287
00:00:01	6.286
00:00:01	6.284
00:00:01	6.283
00:00:01	6.281
00:00:01	6.279
00:00:01	6.278
00:00:01	6.277
00:00:01	6.275
00:00:01	6.274
00:00:01	6.272
00:00:01	6.271
00:00:01	6.270
00:00:01	6.269
00:00:01	6.267
00:00:01	6.266
00:00:01	6.265
00:00:01	6.264
00:00:01	6.262
00:00:01	6.262
00:00:01	6.260
00:00:02	6.259
00:00:02	6.258
00:00:02	6.257
00:00:02	6.256
00:00:02	6.255
00:00:02	6.254
00:00:02	6.252
00:00:02	6.251
00:00:02	6.250
00:00:02	6.249
00:00:02	6.248
00:00:02	6.247
00:00:02	6.246
00:00:02	6.246
00:00:02	6.244
00:00:02	6.244
00:00:02	6.243
00:00:02	6.242
00:00:02	6.241
00:00:02	6.241
00:00:02	6.240
00:00:02	6.239
00:00:02	6.238
00:00:02	6.237
00:00:02	6.236
00:00:02	6.235
00:00:02	6.235
00:00:02	6.233
00:00:02	6.233
00:00:02	6.233
00:00:02	6.232
00:00:02	6.231
00:00:03	6.231
00:00:03	6.231
00:00:03	6.230
00:00:03	6.230
00:00:03	6.230
00:00:03	6.230
00:00:03	6.230
00:00:03	6.231
00:00:03	6.230
00:00:03	6.231
00:00:03	6.232
00:00:03	6.232
00:00:03	6.233
00:00:03	6.234
00:00:03	6.234
00:00:03	6.236
00:00:03	6.237
00:00:03	6.238
00:00:03	6.239
00:00:03	6.240
00:00:03	6.241
00:00:03	6.243
00:00:03	6.244
00:00:03	6.245
00:00:03	6.247
00:00:03	6.248
00:00:03	6.249
00:00:03	6.250
00:00:03	6.251
00:00:03	6.252
00:00:03	6.253
00:00:03	6.254
00:00:04	6.254
00:00:04	6.255
00:00:04	6.256
00:00:04	6.257
00:00:04	6.258
00:00:04	6.258
00:00:04	6.259
00:00:04	6.260
00:00:04	6.260
00:00:04	6.260
00:00:04	6.261
00:00:04	6.261
00:00:04	6.261
00:00:04	6.261
00:00:04	6.261
00:00:04	6.261
00:00:04	6.261
00:00:04	6.260
00:00:04	6.261
00:00:04	6.260
00:00:04	6.260
00:00:04	6.259
00:00:04	6.259
00:00:04	6.259
00:00:04	6.258
00:00:04	6.257
00:00:04	6.257
00:00:04	6.256
00:00:04	6.256
00:00:04	6.255
00:00:04	6.255
00:00:04	6.254
00:00:05	6.254
00:00:05	6.253
00:00:05	6.252
00:00:05	6.251
00:00:05	6.251
00:00:05	6.249
00:00:05	6.249
00:00:05	6.248
00:00:05	6.247
00:00:05	6.246
00:00:05	6.245
00:00:05	6.244
00:00:05	6.243
00:00:05	6.242
00:00:05	6.242
00:00:05	6.241
00:00:05	6.240
00:00:05	6.239
00:00:05	6.238
00:00:05	6.237
00:00:05	6.236
00:00:05	6.235
00:00:05	6.234
00:00:05	6.233
00:00:05	6.232
00:00:05	6.231
00:00:05	6.230
00:00:05	6.229
00:00:05	6.228
00:00:05	6.227
00:00:05	6.225
00:00:05	6.224
00:00:06	6.223
00:00:06	6.222
00:00:06	6.221
00:00:06	6.219
00:00:06	6.218
00:00:06	6.217
00:00:06	6.216
00:00:06	6.215
00:00:06	6.213
00:00:06	6.212
00:00:06	6.211
00:00:06	6.210
00:00:06	6.209
00:00:06	6.208
00:00:06	6.207
00:00:06	6.206
00:00:06	6.204
00:00:06	6.203
00:00:06	6.202
00:00:06	6.201
00:00:06	6.200
00:00:06	6.199
00:00:06	6.198
00:00:06	6.197
00:00:06	6.196
00:00:06	6.195
00:00:06	6.194
00:00:06	6.193
00:00:06	6.192
00:00:06	6.191
00:00:06	6.190
00:00:06	6.189
00:00:07	6.188
00:00:07	6.187
00:00:07	6.186
00:00:07	6.185
00:00:07	6.184
00:00:07	6.183
00:00:07	6.182
00:00:07	6.181
00:00:07	6.179
00:00:07	6.178
00:00:07	6.177
00:00:07	6.176
00:00:07	6.175
00:00:07	6.175
00:00:07	6.173
00:00:07	6.173
00:00:07	6.172
00:00:07	6.171
00:00:07	6.170
00:00:07	6.169
